Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,PlayerId,Team
Kevin Alcantara ,63,8,2,8,2,0.247,0.306,16,3,1,5,18,0.382,0.688,43724 ,CHC 
Brad Miller ,82,10,3,10,1,0.213,0.295,18,3,0,9,26,0.362,0.657,4684 d,"3B,DH,LF) FA "
Michael Toglia ,82,10,3,10,1,0.224,0.293,18,4,0,8,27,0.394,0.687,43991 ,COL 
Nasim Nunez ,95,11,1,7,6,0.219,0.302,21,4,0,11,25,0.28,0.582,19789 ,WSH 
Tucupita Marcano ,84,10,2,8,2,0.241,0.298,20,4,1,7,17,0.351,0.649,43731 ,SD 
Blake Rutherford ,91,9,2,10,1,0.24,0.281,22,5,0,5,22,0.366,0.648,6476 d,"LF,CF) FA "
Christian Arroyo ,82,9,2,9,1,0.247,0.284,20,5,0,4,18,0.387,0.671,5036 d,MIL 
Juan Yepez ,66,8,3,9,0,0.236,0.289,16,3,0,5,17,0.408,0.697,44924 ,WSH 
Mike Zunino ,77,10,4,11,0,0.191,0.259,15,3,0,7,32,0.381,0.641,4663 d,C) FA 
Yu Chang ,73,9,3,9,1,0.218,0.269,16,3,0,5,23,0.384,0.653,5034 d,TB 
Tristan Gray ,74,9,3,11,1,0.197,0.257,15,3,0,6,28,0.374,0.631,43972 ,MIA 
J.P. Martinez ,63,8,2,7,4,0.216,0.297,14,3,0,7,22,0.352,0.649,45867 ,ATL 
Miles Mastrobuoni ,63,9,1,6,3,0.253,0.329,16,3,0,7,16,0.355,0.684,8608 d,CHC 
Seby Zavala ,119,12,4,13,0,0.19,0.255,23,5,0,10,49,0.323,0.578,7878 d,SEA 
David Villar ,70,9,3,9,1,0.216,0.289,15,3,0,7,23,0.378,0.667,45571 ,SF 
Oscar Mercado ,73,9,2,8,3,0.224,0.275,16,4,0,5,18,0.359,0.634,4967 d,SD 
Francisco Mejia ,86,10,2,10,0,0.236,0.269,20,5,0,4,21,0.367,0.637,5998 d,TB 
Michael Stefanic ,81,9,1,8,1,0.266,0.335,21,3,0,8,11,0.343,0.679,44937 ,LAA 
Luis Guillorme ,93,11,1,9,0,0.25,0.331,23,4,0,11,19,0.324,0.654,6758 d,ATL 
Wade Meckler ,68,9,1,7,1,0.269,0.341,18,4,0,7,17,0.357,0.698,47291 ,SF 
Justyn-Henry Malloy ,68,9,2,9,0,0.237,0.342,16,3,0,11,21,0.376,0.718,45239 ,DET 
Pavin Smith ,66,8,2,9,0,0.241,0.326,16,3,0,8,15,0.388,0.713,6959 d,ARI 
Eric Haase ,71,8,3,9,0,0.22,0.273,16,3,0,5,23,0.374,0.647,7567 d,MIL 
Tommy La Stella ,78,9,2,8,0,0.24,0.303,19,4,0,7,13,0.357,0.66,5248 d,DH) FA 
Andrew Velazquez ,64,9,2,5,5,0.205,0.262,13,3,0,5,23,0.321,0.583,6228 d,ATL 
Rafael Ortega ,71,9,2,7,3,0.214,0.299,15,3,0,9,18,0.326,0.625,5424 d,CWS 
Tyler Wade ,68,9,1,5,5,0.225,0.284,15,3,0,6,19,0.301,0.585,5990 d,SD 
Brett Phillips ,87,11,3,9,3,0.176,0.262,15,3,1,10,41,0.318,0.58,5969 d,CWS 
Otto Lopez ,69,9,0,6,2,0.261,0.31,18,3,1,5,13,0.345,0.656,10618 ,SF 
Nathan Lukes ,63,8,1,7,1,0.255,0.308,16,4,0,5,13,0.356,0.663,6451 d,TOR 
Nick Maton ,64,8,2,8,1,0.218,0.304,14,3,0,8,19,0.35,0.654,43955 ,BAL 
Jackie Bradley Jr. ,103,11,2,10,1,0.204,0.257,21,5,0,7,29,0.313,0.57,4567 d,"CF,RF) FA "
Blake Perkins ,62,8,2,7,2,0.216,0.305,13,3,0,8,20,0.35,0.654,10117 ,MIL 
Nick Martini ,50,7,2,7,0,0.242,0.318,12,2,0,6,14,0.394,0.712,7342 d,CIN 
Willie Calhoun ,54,7,2,7,0,0.241,0.309,13,2,0,5,9,0.37,0.679,7005 d,LAA 
Josh Harrison ,64,7,1,7,1,0.247,0.287,16,3,0,4,13,0.354,0.642,4372 d,CIN 
Darin Ruf ,63,8,2,8,0,0.221,0.314,14,3,0,8,21,0.386,0.699,4616 d,"1B,LF,RF,DH) FA "
Jose Barrero ,61,7,2,7,2,0.212,0.262,13,3,0,4,23,0.359,0.621,7218 d,CIN 
Ryan McKenna ,58,8,2,6,1,0.223,0.29,13,3,0,5,20,0.352,0.642,8020 d,BAL 
Rodolfo Castro ,58,7,2,7,1,0.217,0.28,13,2,0,5,19,0.385,0.665,8553 d,PHI 
Danny Mendick ,71,8,1,7,1,0.237,0.295,17,3,0,6,15,0.336,0.632,8443 d,CWS 
Brett Wisely ,62,8,1,6,2,0.228,0.3,14,3,0,6,18,0.357,0.657,45327 ,SF 
Tucker Barnhart ,117,11,1,11,0,0.215,0.282,25,5,0,11,36,0.294,0.577,4847 d,ARI 
Canaan Smith-Njigba ,50,6,1,6,2,0.234,0.315,12,3,0,6,16,0.365,0.68,44143 ,PIT 
Jeter Downs ,51,7,2,5,3,0.2,0.28,10,2,0,6,17,0.343,0.623,7262 d,NYY 
Ryan Bliss ,52,6,1,5,3,0.221,0.274,12,2,0,4,14,0.352,0.626,44747 ,SEA 
Samad Taylor ,40,5,1,4,3,0.238,0.321,10,2,0,5,12,0.368,0.689,44697 ,SEA 
Andrew Stevenson ,46,6,1,5,2,0.248,0.295,11,2,0,3,13,0.363,0.658,7098 d,"LF,CF,RF) FA "
Zack Short ,55,7,2,7,1,0.195,0.294,11,2,0,8,19,0.339,0.633,8500 d,NYM 
Matt Shaw ,40,5,1,5,2,0.259,0.298,10,2,0,2,8,0.408,0.707,47221 ,CHC 
Jordyn Adams ,72,8,1,6,3,0.209,0.265,15,3,0,5,26,0.316,0.58,7952 d,LAA 
Addison Barger ,51,6,2,6,0,0.233,0.298,12,3,0,5,15,0.4,0.697,45361 ,TOR 
Leury Garcia ,47,6,1,5,1,0.247,0.291,12,2,0,3,11,0.345,0.636,4539 d,ATL 
Tim Locastro ,52,7,1,5,3,0.214,0.255,11,2,0,3,15,0.336,0.591,7329 d,SD 
Drew Romo ,41,5,1,5,1,0.254,0.297,11,2,0,3,9,0.387,0.685,43878 ,COL 
Luken Baker ,50,6,2,7,0,0.226,0.303,11,2,0,6,15,0.383,0.685,6938 d,STL 
Juan Brito ,46,6,1,6,1,0.244,0.326,11,3,0,6,10,0.367,0.693,46692 ,CLE 
Graham Pauley ,46,6,1,6,1,0.247,0.303,11,2,0,4,11,0.381,0.685,48203 ,SD 
Bryce Johnson ,50,6,1,5,3,0.225,0.286,11,2,0,4,17,0.332,0.618,45575 ,SD 
Kevin Newman ,49,5,1,5,1,0.259,0.302,13,3,0,3,7,0.349,0.651,6044 d,ARI 
Terrin Vavra ,44,6,1,5,1,0.245,0.316,11,2,0,5,11,0.349,0.665,8306 d,BAL 
Jacob Amaya ,69,8,1,7,1,0.222,0.296,15,3,0,7,16,0.323,0.62,44004 ,MIA 
Kyle Garlick ,63,7,2,8,0,0.211,0.268,13,3,0,5,23,0.369,0.637,8515 d,ARI 
Everson Pereira ,43,6,1,6,1,0.228,0.285,10,2,0,3,16,0.382,0.667,7417 d,NYY 
Dane Myers ,42,5,1,5,1,0.257,0.306,11,2,0,3,11,0.366,0.672,10106 ,MIA 
Adam Haseley ,64,7,1,6,2,0.226,0.28,14,2,0,5,14,0.319,0.598,7164 d,RF) FA 
Clint Frazier ,58,7,2,6,1,0.202,0.287,12,2,0,7,21,0.334,0.621,4935 d,"LF,RF) FA "
Hunter Dozier ,52,6,2,6,1,0.219,0.285,11,2,0,5,17,0.379,0.664,4977 d,LAA 
Manny Pina ,45,6,2,6,0,0.223,0.287,10,2,0,4,10,0.398,0.685,4148 d,C) FA 
Jose Fermin ,45,6,1,5,1,0.24,0.307,11,2,0,4,7,0.331,0.638,8555 d,STL 
Weston Wilson ,43,5,2,5,2,0.206,0.28,9,2,0,4,14,0.363,0.643,10004 ,PHI 
Jonathan Davis ,51,7,1,5,2,0.222,0.294,11,2,0,5,15,0.332,0.626,7638 d,MIA 
Trayce Thompson ,49,6,2,6,1,0.194,0.282,10,2,0,6,21,0.344,0.626,4777 d,NYM 
Jonatan Clase ,42,6,1,4,3,0.211,0.286,9,2,0,4,15,0.337,0.624,45929 ,SEA 
Jason Delay ,79,8,1,7,0,0.221,0.273,18,4,0,6,22,0.305,0.578,8231 d,PIT 
Kody Clemens ,46,6,2,6,0,0.215,0.28,10,2,0,4,14,0.373,0.652,10049 ,PHI 
Darick Hall ,40,5,2,6,0,0.224,0.289,9,2,0,4,11,0.405,0.694,10044 ,PHI 
Evan White ,55,7,2,7,0,0.209,0.275,11,2,0,5,16,0.382,0.657,7225 d,LAA 
Kyle Stowers ,44,5,2,6,0,0.22,0.296,10,2,0,5,15,0.377,0.672,22314 ,BAL 
Ernie Clement ,40,5,1,5,1,0.259,0.301,10,2,0,2,5,0.365,0.666,8532 d,TOR 
Julio Carreras ,38,5,1,4,1,0.248,0.298,10,2,0,3,10,0.364,0.662,45835 ,COL 
Nate Eaton ,57,6,1,5,3,0.217,0.269,12,2,0,4,16,0.329,0.597,45484 ,KC 
Billy McKinney ,47,6,2,6,0,0.22,0.301,10,2,0,5,14,0.369,0.67,4965 d,PIT 
Nathan Martorella ,50,6,1,6,0,0.229,0.301,12,3,0,5,13,0.363,0.664,46883 ,SD 
Alfonso Rivas ,47,6,1,5,1,0.233,0.312,11,2,0,5,14,0.345,0.657,44183 ,STL 
Austin Nola ,54,6,1,6,0,0.24,0.311,13,3,0,6,11,0.346,0.657,6548 d,KC 
Alika Williams ,51,6,1,5,1,0.23,0.291,12,2,0,4,12,0.326,0.616,43800 ,PIT 
Lewin Diaz ,45,5,2,6,0,0.213,0.274,10,2,0,4,12,0.371,0.645,26308 ,WSH 
Jorge Alfaro ,45,5,1,5,1,0.237,0.272,11,2,0,2,15,0.353,0.624,4714 d,CHC 
Osleivis Basabe ,45,5,1,5,1,0.255,0.303,11,3,0,3,9,0.365,0.668,44082 ,TB 
Trey Cabbage ,37,5,1,5,2,0.213,0.273,8,2,0,3,15,0.38,0.652,44974 ,HOU 
Jose Herrera ,64,7,1,6,1,0.213,0.291,14,3,0,7,17,0.283,0.574,44302 ,ARI 
Zach Remillard ,61,7,1,5,2,0.215,0.279,13,2,0,5,18,0.3,0.579,10158 ,CWS 
Gilberto Celestino ,52,6,1,5,1,0.237,0.315,12,2,0,6,12,0.33,0.645,10042 ,PIT 
Jonah Bride ,49,6,1,5,0,0.235,0.321,12,2,0,6,11,0.338,0.658,44998 ,MIA 
Austin Martin ,43,5,1,4,2,0.226,0.305,10,2,0,5,10,0.305,0.609,43881 ,MIN 
Carlos Perez ,83,7,2,8,0,0.205,0.254,17,3,0,6,13,0.32,0.574,8610 d,CWS 
Greg Jones ,39,5,1,4,3,0.2,0.262,8,1,1,3,16,0.322,0.584,19782 ,TB 
Ben Gamel ,49,6,1,5,1,0.226,0.314,11,2,0,6,14,0.342,0.655,5459 d,NYM 
Adael Amador ,28,4,1,3,1,0.272,0.344,8,1,0,3,5,0.422,0.766,44920 ,COL 
Tirso Ornelas ,56,6,1,6,0,0.236,0.296,13,3,0,5,14,0.355,0.651,10064 ,SD 
Heliot Ramos ,43,5,1,5,1,0.232,0.288,10,2,0,3,13,0.367,0.655,10033 ,SF 
Grae Kessinger ,58,7,1,6,1,0.207,0.283,12,2,0,6,17,0.311,0.594,44180 ,HOU 
Ronny Mauricio ,37,5,1,4,1,0.244,0.287,9,2,0,2,9,0.397,0.684,9998 d,NYM 
George Valera ,45,6,1,6,0,0.216,0.31,10,2,0,6,15,0.347,0.658,7423 d,CLE 
Luisangel Acuna ,38,5,1,3,2,0.244,0.297,9,2,0,3,9,0.354,0.652,43726 ,NYM 
Joey Loperfido ,36,5,1,5,1,0.235,0.311,8,2,0,4,11,0.396,0.707,45780 ,HOU 
Kyren Paris ,37,5,1,4,2,0.222,0.312,8,2,0,5,14,0.327,0.639,38307 ,LAA 
Joey Bart ,58,6,2,6,0,0.214,0.273,12,2,0,5,20,0.344,0.617,7956 d,SF 
Brett Sullivan ,44,5,1,5,1,0.23,0.284,10,2,0,3,8,0.347,0.63,7838 d,SD 
Luke Williams ,38,5,1,3,3,0.217,0.277,8,2,0,3,11,0.321,0.598,43628 ,ATL 
Austin Wynns ,62,6,1,6,0,0.22,0.282,14,2,0,5,16,0.321,0.603,6725 d,CIN 
Luis Vazquez ,49,5,1,5,1,0.219,0.279,11,2,0,4,13,0.32,0.599,46035 ,CHC 
Jeremy De La Rosa ,40,4,1,4,2,0.218,0.289,9,2,0,4,15,0.315,0.604,46136 ,WSH 
Derek Hill ,37,5,1,3,1,0.233,0.281,9,1,0,2,10,0.355,0.636,10000 ,TEX 
Adam Engel ,43,5,1,4,2,0.198,0.261,9,2,0,4,16,0.32,0.581,6234 d,"CF,LF,RF) FA "
Victor Scott ,33,4,0,3,3,0.24,0.289,8,1,0,2,7,0.316,0.604,46622 ,STL 
Angel Martinez ,34,4,1,4,1,0.234,0.287,8,2,0,3,8,0.345,0.632,44791 ,CLE 
Buddy Kennedy ,34,4,1,4,1,0.238,0.322,8,2,0,4,8,0.352,0.674,44909 ,DET 
Zach DeLoach ,52,6,1,6,0,0.213,0.287,11,2,0,5,19,0.335,0.622,43848 ,CWS 
Jose Tena ,38,4,1,4,1,0.237,0.288,9,2,0,3,12,0.348,0.636,44885 ,CLE 
Jace Jung ,46,5,1,6,0,0.224,0.303,10,2,0,5,14,0.368,0.671,46272 ,DET 
Cooper Hummel ,43,6,1,4,1,0.204,0.304,9,2,0,6,14,0.331,0.635,44594 ,SF 
Andy Pages ,36,5,1,5,0,0.226,0.303,8,2,0,4,11,0.391,0.694,43671 ,LAD 
Bryan Ramos ,37,5,1,4,1,0.228,0.302,8,2,0,4,9,0.385,0.687,45518 ,CWS 
Diego Castillo ,44,5,1,5,0,0.235,0.312,10,2,0,5,9,0.348,0.661,9984 d,BAL 
Johnathan Rodriguez ,34,4,1,5,0,0.237,0.294,8,2,0,3,11,0.399,0.693,7445 d,CLE 
Mark Mathias ,35,4,1,4,1,0.233,0.314,8,2,0,4,11,0.361,0.676,8364 d,CIN 
Brady House ,32,4,1,4,0,0.245,0.285,8,1,0,2,10,0.363,0.648,8300 d,WSH 
Jonathan Ornelas ,33,4,1,3,1,0.23,0.292,8,1,0,3,10,0.314,0.606,8333 d,TEX 
Jared Young ,38,4,1,5,1,0.22,0.287,8,2,0,4,11,0.361,0.648,8646 d,STL 
Roberto Perez ,46,5,2,5,0,0.206,0.288,9,2,0,5,17,0.349,0.636,5529 d,BOS 
Bligh Madris ,42,5,1,4,1,0.204,0.281,9,2,0,5,12,0.324,0.605,45461 ,DET 
Simon Muzziotti ,35,4,0,4,1,0.244,0.298,9,1,0,3,7,0.335,0.633,44070 ,PHI 
Curt Casali ,54,6,1,6,0,0.204,0.288,11,2,0,6,18,0.325,0.613,5533 d,MIA 
Rece Hinds ,26,3,1,4,1,0.223,0.269,6,1,0,2,10,0.411,0.68,20650 ,CIN 
Jordan Groshans ,43,5,1,4,0,0.233,0.308,10,2,0,5,9,0.335,0.643,7927 d,NYY 
Bradley Zimmer ,48,6,1,4,2,0.195,0.261,9,1,0,4,20,0.304,0.565,5967 d,COL 
Drew Millas ,40,4,1,4,1,0.238,0.309,9,2,0,4,9,0.351,0.659,44808 ,WSH 
Tyler Nevin ,33,4,1,4,0,0.237,0.304,8,1,0,3,8,0.354,0.659,8294 d,BAL 
Connor Norby ,33,4,1,4,0,0.248,0.31,8,2,0,3,8,0.393,0.703,44734 ,BAL 
Andre Lipcius ,33,4,1,4,0,0.236,0.315,8,2,0,4,7,0.356,0.67,45728 ,DET 
TJ Hopkins ,33,4,1,4,0,0.234,0.302,8,1,0,3,11,0.372,0.674,45869 ,DET 
Chad Wallach ,59,6,2,6,0,0.192,0.26,11,2,0,5,20,0.338,0.598,6639 d,LAA 
Jorbit Vivas ,27,4,1,3,0,0.241,0.312,7,1,0,3,4,0.348,0.66,44615 ,NYY 
Thomas Saggese ,27,3,1,4,0,0.255,0.305,7,1,0,2,7,0.423,0.728,45177 ,STL 
David Hamilton ,21,3,1,2,2,0.22,0.299,5,1,0,2,6,0.347,0.646,45029 ,BOS 
Kenedy Corona ,33,4,1,4,1,0.219,0.278,7,1,0,3,10,0.386,0.664,40043 ,HOU 
Rob Brantly ,50,5,1,5,0,0.222,0.273,11,2,0,4,10,0.298,0.571,4588 d,TB 
Jhonkensy Noel ,40,4,1,5,0,0.22,0.276,9,2,0,3,12,0.37,0.645,44696 ,CLE 
Damiano Palmegiani ,39,5,1,5,0,0.21,0.287,8,2,0,4,13,0.368,0.656,46973 ,TOR 
Victor Reyes ,38,4,1,4,0,0.245,0.285,9,2,0,2,10,0.364,0.649,7369 d,"LF,CF,RF) FA "
Chase DeLauter ,38,4,1,4,0,0.247,0.29,9,2,0,2,7,0.351,0.641,46288 ,CLE 
Dustin Harris ,25,3,1,3,1,0.236,0.316,6,1,0,3,7,0.368,0.684,44006 ,TEX 
Jimmy Herron ,25,3,1,3,1,0.241,0.306,6,1,0,2,6,0.404,0.71,47296 ,COL 
Pedro Leon ,37,4,1,4,2,0.195,0.282,7,2,0,4,14,0.316,0.598,44326 ,HOU 
Ryan Kreidler ,34,4,1,4,1,0.212,0.285,7,1,0,3,11,0.333,0.618,44371 ,DET 
Bubba Thompson ,30,4,0,3,2,0.237,0.278,7,1,0,2,9,0.332,0.61,7174 d,CIN 
Taylor Kohlwey ,38,4,1,4,1,0.218,0.298,8,2,0,4,10,0.327,0.625,45497 ,NYM 
Carlos Perez ,46,4,2,5,0,0.198,0.264,9,2,0,4,9,0.355,0.62,5630 d,OAK 
Tyler Fitzgerald ,32,4,1,3,1,0.215,0.265,7,2,0,2,11,0.343,0.608,45604 ,SF 
Ben Rortvedt ,40,5,1,5,0,0.198,0.275,8,2,0,4,13,0.341,0.616,8534 d,NYY 
P.J. Higgins ,39,4,1,4,0,0.23,0.293,9,2,0,3,11,0.355,0.647,8502 d,CIN 
Conner Capel ,36,4,1,3,1,0.223,0.298,8,2,0,4,10,0.342,0.641,8048 d,CIN 
Irving Lopez ,54,6,1,5,0,0.209,0.272,11,2,0,5,14,0.31,0.582,47685 ,"2B,3B,LF) FA "
Moises Gomez ,44,5,1,5,0,0.2,0.256,9,2,0,3,17,0.348,0.604,8606 d,STL 
David Hensley ,35,5,1,3,1,0.21,0.302,7,2,0,5,12,0.313,0.615,45476 ,HOU 
Jake Marisnick ,39,4,1,4,1,0.218,0.272,8,2,0,3,13,0.333,0.605,4557 d,LAA 
Brett Harris ,33,4,1,3,1,0.227,0.286,7,1,0,3,8,0.346,0.632,45225 ,OAK 
Drew Gilbert ,33,4,1,3,1,0.217,0.312,7,2,0,5,8,0.344,0.656,46297 ,NYM 
Charles Leblanc ,30,4,1,3,0,0.234,0.299,7,1,0,3,10,0.359,0.658,10163 ,LAA 
Jonathan Arauz ,48,5,1,6,0,0.197,0.267,9,2,0,5,13,0.313,0.579,9947 d,LAD 
Ehire Adrianza ,37,4,1,4,0,0.218,0.286,8,2,0,4,9,0.33,0.615,5316 d,LAA 
Jake Lamb ,37,4,1,4,0,0.218,0.303,8,2,0,5,11,0.344,0.647,5546 d,PIT 
Mike Brosseau ,37,4,1,4,0,0.221,0.278,8,2,0,3,10,0.371,0.649,8485 d,KC 
Brennen Davis ,37,4,1,4,0,0.207,0.269,8,2,0,3,12,0.341,0.609,43673 ,CHC 
Jahmai Jones ,24,3,1,3,1,0.218,0.304,5,1,0,3,7,0.351,0.654,6876 d,NYY 
Donny Sands ,41,4,1,4,0,0.223,0.287,9,2,0,4,10,0.316,0.603,44944 ,DET 
Lazaro Armenteros ,28,3,1,3,1,0.2,0.274,6,1,0,3,13,0.341,0.615,6925 d,OAK 
Coby Mayo ,25,3,1,3,0,0.238,0.319,6,1,0,3,7,0.392,0.711,44345 ,BAL 
Coco Montes ,25,3,1,3,0,0.245,0.304,6,1,0,2,8,0.409,0.713,45563 ,COL 
Aaron Schunk ,29,3,1,3,0,0.245,0.29,7,2,0,2,8,0.386,0.676,43746 ,COL 
Wenceel Perez ,26,4,0,3,1,0.244,0.31,6,1,0,3,5,0.367,0.676,8666 d,DET 
Travis Blankenhorn ,34,4,1,4,0,0.218,0.288,7,2,0,3,10,0.384,0.672,39166 ,WSH 
Michael Siani ,31,4,1,3,1,0.203,0.284,6,1,0,3,8,0.296,0.58,7929 d,STL 
Rylan Bannon ,46,5,1,5,1,0.172,0.287,8,1,0,7,13,0.279,0.566,8006 d,NYM 
Cam Gallagher ,77,6,1,7,0,0.19,0.236,15,3,0,5,23,0.277,0.513,6582 d,PHI 
Eddys Leonard ,30,3,1,3,0,0.241,0.292,7,2,0,2,8,0.364,0.655,44892 ,DET 
Leo Jimenez ,28,4,0,3,0,0.242,0.307,7,1,0,3,7,0.313,0.62,44354 ,TOR 
Austin Shenton ,23,3,1,3,0,0.223,0.313,5,1,0,3,8,0.38,0.693,43965 ,TB 
Blaze Alexander ,27,3,1,3,0,0.226,0.303,6,1,0,3,9,0.32,0.623,8280 d,ARI 
Dillon Dingler ,27,3,1,3,0,0.215,0.275,6,1,0,2,10,0.365,0.639,43821 ,DET 
Logan Porter ,27,3,1,3,0,0.213,0.3,6,1,0,3,8,0.339,0.639,45483 ,KC 
Roman Anthony ,19,3,0,3,0,0.258,0.351,5,1,0,3,5,0.38,0.731,46323 ,BOS 
Yunior Severino ,20,3,1,3,0,0.218,0.288,4,1,0,2,8,0.386,0.674,7903 d,MIN 
Peyton Burdick ,24,3,1,3,0,0.193,0.273,5,1,0,3,10,0.375,0.648,43754 ,CWS 
Greg Allen ,21,3,1,2,1,0.214,0.281,4,1,0,2,6,0.331,0.612,6777 d,NYY 
Pedro Pages ,28,3,1,3,0,0.217,0.278,6,1,0,2,8,0.354,0.632,43967 ,STL 
Oliver Dunn ,22,3,1,2,0,0.215,0.299,5,1,0,3,8,0.388,0.687,46678 ,MIL 
Brian O'Keefe ,37,4,1,4,0,0.186,0.259,7,2,0,4,11,0.334,0.592,8524 d,MIN 
Vinny Capra ,28,3,0,3,0,0.241,0.318,7,2,0,3,7,0.337,0.655,45568 ,MIL 
Jorge Barrosa ,25,3,0,2,1,0.238,0.31,6,1,0,3,6,0.343,0.653,45561 ,ARI 
Chris Owings ,19,3,1,2,0,0.205,0.271,4,1,0,2,7,0.328,0.598,4258 d,LAD 
Jacob Hurtubise ,15,2,0,2,1,0.247,0.329,4,1,0,2,4,0.296,0.625,45115 ,CIN 
Jose Iglesias ,32,3,0,3,0,0.247,0.281,8,2,0,2,5,0.328,0.609,3581 d,NYM 
Chadwick Tromp ,23,2,1,3,0,0.211,0.28,5,1,0,2,6,0.352,0.632,43989 ,ATL 
Israel Pineda ,23,2,1,3,0,0.205,0.259,5,1,0,2,7,0.363,0.622,44228 ,WSH 
Mason McCoy ,35,4,1,3,1,0.179,0.248,6,1,0,3,13,0.274,0.522,44175 ,SD 
Jeferson Quero ,21,2,1,2,0,0.233,0.293,5,1,0,2,5,0.357,0.649,44588 ,MIL 
Tyler Heineman ,32,3,0,3,1,0.222,0.291,7,1,0,3,7,0.304,0.595,5148 d,BOS 
Ali Sanchez ,29,3,0,3,0,0.235,0.289,7,1,0,2,7,0.332,0.621,8389 d,PIT 
Diego Hernandez ,26,3,0,2,1,0.239,0.289,6,1,0,2,7,0.314,0.603,46488 ,KC 
Yonathan Daza ,21,2,0,2,0,0.272,0.314,6,1,0,1,4,0.354,0.668,7667 d,"LF,CF) FA "
Jair Camargo ,22,2,1,2,0,0.215,0.258,5,1,0,1,8,0.409,0.666,43680 ,MIN 
Sandy Leon ,47,4,1,4,0,0.184,0.255,9,2,0,5,15,0.272,0.528,4618 d,KC 
Michael Perez ,27,3,1,3,0,0.187,0.258,5,1,0,3,8,0.292,0.55,8029 d,BAL 
Brian Serven ,25,2,1,3,0,0.185,0.239,5,1,0,2,8,0.293,0.531,8505 d,TOR 
Niko Goodrum ,26,3,0,3,1,0.211,0.33,5,1,0,5,8,0.316,0.646,6751 d,MIN 
Blake Hunt ,23,2,1,2,0,0.21,0.264,5,1,0,2,7,0.357,0.621,44093 ,SEA 
Carlos De La Cruz ,23,2,1,2,0,0.218,0.286,5,1,0,2,8,0.336,0.622,45968 ,PHI 
Seth Beer ,28,3,0,3,0,0.224,0.295,6,2,0,3,7,0.321,0.615,6974 d,PIT 
Diego Cartaya ,29,3,1,3,0,0.191,0.264,5,1,0,3,11,0.346,0.609,8024 d,LAD 
Max Schuemann ,25,3,0,2,1,0.209,0.297,5,1,0,3,7,0.292,0.589,45220 ,OAK 
Rafael Marchan ,32,3,0,3,0,0.237,0.297,7,2,0,3,5,0.329,0.626,43920 ,PHI 
Livan Soto ,22,3,0,2,0,0.213,0.291,5,1,0,2,7,0.293,0.584,7513 d,LAA 
Luis Liberato ,27,3,1,2,0,0.197,0.275,5,1,0,3,9,0.297,0.572,10122 ,ATL 
Hunter Stovall ,16,2,0,2,0,0.262,0.312,4,1,0,1,3,0.369,0.681,43855 ,COL 
David Dahl ,20,2,0,2,0,0.23,0.284,5,1,0,2,5,0.309,0.593,4698 d,PHI 
Cam Eden ,20,2,0,2,1,0.213,0.271,4,1,0,2,6,0.321,0.591,47246 ,TOR 
Niko Kavadas ,13,2,0,2,0,0.193,0.304,3,1,0,2,6,0.34,0.644,45338 ,BOS 
Wes Clarke ,13,2,0,2,0,0.204,0.293,3,0,0,2,5,0.301,0.593,47402 ,MIL 
Cole Tucker ,27,3,0,2,0,0.207,0.293,6,1,0,3,8,0.299,0.592,5985 d,SEA 
Hoy Park ,17,2,0,2,0,0.221,0.317,4,1,0,2,5,0.293,0.609,44226 ,OAK 
Yonny Hernandez ,15,2,0,1,1,0.21,0.295,3,1,0,2,4,0.302,0.597,8614 d,MIL 
Chris Okey ,23,2,1,2,0,0.184,0.237,4,1,0,2,7,0.322,0.559,8357 d,LAD 
Cesar Salazar ,27,3,0,3,0,0.203,0.265,5,1,0,2,6,0.287,0.552,45475 ,HOU 
Erik Gonzalez ,11,1,0,1,0,0.251,0.299,3,0,0,1,3,0.246,0.545,5228 d,CIN 
Anthony Bemboom ,26,3,0,2,0,0.196,0.263,5,1,0,2,7,0.262,0.525,7072 d,DET 
Paul McIntosh ,16,2,0,2,0,0.207,0.269,3,1,0,1,5,0.309,0.578,45818 ,MIA 
Kyle McCann ,25,2,1,2,0,0.182,0.251,4,1,0,2,10,0.326,0.577,43953 ,OAK 
Phillip Evans ,8,1,0,1,0,0.223,0.281,2,0,0,1,2,0.293,0.574,6750 d,ATL 
Tomas Nido ,21,2,0,2,0,0.212,0.251,4,1,0,1,6,0.282,0.533,6539 d,NYM 
Victor Mesa Jr. ,13,1,0,1,0,0.228,0.281,3,1,0,1,3,0.334,0.615,7001 d,MIA 
Tyler Cropley ,32,3,0,2,0,0.189,0.26,6,1,0,3,9,0.272,0.532,45481 ,KC 
Ryan Ward ,6,1,0,1,0,0.179,0.199,1,0,0,0,2,0.231,0.429,45805 ,LAD 
Logan Davidson ,10,1,0,1,0,0.215,0.265,2,1,0,1,3,0.293,0.559,40293 ,OAK 
Payton Henry ,10,1,0,1,0,0.227,0.287,2,0,0,1,3,0.281,0.568,8494 d,TOR 
Chandler Seagle ,39,3,0,3,0,0.175,0.224,7,2,0,2,13,0.252,0.476,45806 ,SD 
Didi Gregorius ,7,1,0,1,0,0.184,0.209,1,0,0,0,1,0.245,0.454,4317 d,SS) FA 
Andrew Knapp ,11,1,0,1,0,0.194,0.258,2,0,0,1,4,0.253,0.511,4996 d,TEX 
